stock_id,symbol,company_name
1855,INE508G01029,Time Technoplast Limited
1856,INE325A01013,Timken India Limited
1857,INE0LQS01015,Tips Films Limited
1858,INE716B01029,Tips Music Limited
1859,INE338A01024,Thirumalai Chemicals Limited
1860,INE319Y01024,Tirupati Forge Limited
1861,INE615H01020,TITAGARH RAIL SYSTEMS LIMITED
1862,INE280A01028,Titan Company Limited
1863,INE668A01016,Tamilnad Mercantile Bank Limited
1864,INE148A01019,Tamilnadu PetroProducts Limited
1865,INE107A01015,Tamil Nadu Newsprint & Papers Limited
1866,INE141D01018,Tamilnadu Telecommunication Limited
1867,INE932C01012,Tokyo Plast International Limited
1868,INE0RWQ01014,Tolins Tyres Limited
1869,INE685A01028,Torrent Pharmaceuticals Limited
1870,INE813H01021,Torrent Power Limited
1871,INE336X01012,Total Transport Systems Limited
1872,INE486Y01013,Touchwood Entertainment Limited
1873,INE065J01024,Teamo Productions HQ Limited
1874,INE413G01022,TPL Plastech Limited
1875,INE0HMF01019,Tracxn Technologies Limited
1876,INE040M01013,Tree House Education & Accessories Limited
1877,INE00CA01015,TREJHARA SOLUTIONS LIMITED
1878,INE0O3901029,Transindia Real Estate Limited
1879,INE849A01020,Trent Limited
1880,INE391D01019,TRF Limited
1881,INE064C01022,Trident Limited
1882,INE948A01012,Trigyn Technologies Limited
1883,INE152M01016,Triveni Turbine Limited
1884,INE256C01024,Triveni Engineering & Industries Limited
1885,INE615R01029,TruCap Finance Limited
1886,INE910C01018,TTK Healthcare Limited
1887,INE690A01028,TTK Prestige Limited
1888,INE592B01016,T T Limited
1889,INE517B01013,Tata Teleservices (Maharashtra) Limited
1890,INE886H01027,TV18 Broadcast Limited
1891,INE236G01019,TVS Electronics Limited
1892,INE105A01035,TVS Holdings Limited
1893,INE494B01023,TVS Motor Company Limited
1894,INE395N01027,TVS Supply Chain Solutions Limited
1895,INE421C01016,TVS Srichakra Limited
1896,INE038F01029,TV Today Network Limited
1897,INE871L01013,TV Vision Limited
1898,INE686F01025,United Breweries Limited
1899,INE139B01016,UCAL LIMITED
1900,INE691A01018,UCO Bank
1901,INE225C01029,Udaipur Cement Works Limited
1902,INE851I01011,Updater Services Limited
1903,INE899L01030,Ujaas Energy Limited
1904,INE516A01017,UFLEX Limited
1905,INE527H01019,UFO Moviez India Limited
1906,INE071E01023,The Ugar Sugar Works Limited
1907,INE583D01011,Ugro Capital Limited
1908,INE551W01018,Ujjivan Small Finance Bank Limited
1909,INE481G01011,UltraTech Cement Limited
1910,INE0GIU01018,Uma Exports Limited
1911,INE864B01027,Umang Dairies Limited
1912,INE240C01028,Usha Martin Education & Solutions Limited
1913,INE351A01035,Unichem Laboratories Limited
1914,INE961D01019,United Drilling Tools Limited
1915,INE00U401027,Unicommerce Esolutions Limited
1916,INE037A01022,Uniphos Enterprises Limited
1917,INE481Z01011,Uniinfo Telecom Services Limited
1918,INE692A01016,Union Bank of India
1919,INE244O01017,Uniparts India Limited
1920,INE854D01024,United Spirits Limited
1921,INE694A01020,Unitech Limited
1922,INE368U01011,United Polyfab Gujarat Limited
1923,INE458F01011,The United Nilgiri Tea Estates Company Limited
1924,INE275F01019,Univa Foods Limited
1925,INE562X01013,Univastu India Limited
1926,INE279A01012,Universal Cables Limited
1927,INE03V001013,Universus Photo Imagings Limited
1928,INE405E01023,UNO Minda Limited
1929,INE628A01036,UPL Limited
1930,INE568Z01015,Uravi T and Wedge Lamps Limited
1931,INE550C01020,Urja Global Limited
1932,INE228A01035,Usha Martin Limited
1933,INE0N0Y01013,Udayshivakumar Infra Limited
1934,INE094J01016,UTI Asset Management Company Limited
1935,INE735W01017,Utkarsh Small Finance Bank Limited
1936,INE786F01031,Uttam Sugar Mills Limited
1937,INE945H01013,V2 Retail Limited
1938,INE694D01016,Vadilal Industries Limited
1939,INE884A01027,Vaibhav Global Limited
1940,INE972X01014,Vaishali Pharma Limited
1941,INE051B01021,Vakrangee Limited
1942,INE0JWS01017,Valiant Laboratories Limited
1943,INE565V01010,Valiant Organics Limited
1944,INE116G01013,Vardhman Acrylics Limited
1945,INE835A01029,Vardhman Polytex Limited
1946,INE665L01035,Varroc Engineering Limited
1947,INE893I01013,Vascon Engineers Limited
1948,INE590L01019,Vaswani Industries Limited
1949,INE200M01039,Varun Beverages Limited
1950,INE098201036,Vaxtex Cotfab Limited
1951,INE205A01025,Vedanta Limited
1952,INE398A01010,Venky's (India) Limited
1953,INE0JA001018,Venus Pipes & Tubes Limited
1954,INE411B01019,Venus Remedies Limited
1955,INE0IQ001011,Veranda Learning Solutions Limited
1956,INE188Y01023,Vertoz Limited
1957,INE386A01015,Vesuvius India Limited
1958,INE918N01018,Veto Switchgears And Cables Limited
1959,INE951I01027,V-Guard Industries Limited
1960,INE701A01023,Vardhman Holdings Limited
1961,INE048C01025,Viceroy Hotels Limited
1962,INE632C01026,Vidhi Specialty Food Ingredients Limited
1963,INE043W01024,Vijaya Diagnostic Centre Limited
1964,INE159N01027,Viji Finance Limited
1965,INE806A01020,Vikas EcoTech Limited
1966,INE161L01027,Vikas Lifecare Limited
1967,INE579C01029,Vimta Labs Limited
1968,INE410B01037,Vinati Organics Limited
1969,INE707A01012,Vindhya Telelinks Limited
1970,INE505Y01010,Vineet Laboratories Limited
1971,INE01KI01027,Vinny Overseas Limited
1972,INE250B01029,Vinyl Chemicals (India) Limited
1973,INE450G01024,VIP Clothing Limited
1974,INE054A01027,VIP Industries Limited
1975,INE946H01037,Vipul Limited
1976,INE539B01017,Virinchi Limited
1977,INE392A01021,Visaka Industries Limited
1978,INE286H01012,Visa Steel Limited
1979,INE861A01058,Visesh Infotecnics Limited
1980,INE270I01022,Vishnu Chemicals Limited
1981,INE430N01022,Vishwaraj Sugar Industries Limited
1982,INE370E01029,Visagar Polytex Limited
1983,INE03HW01020,VL E-Governance & IT Solutions Limited
1984,INE709A01018,VLS Finance Limited
1985,INE665J01013,V-Mart Retail Limited
1986,INE540H01012,Voltamp Transformers Limited
1987,INE226A01021,Voltas Limited
1988,INE0AE001013,Vishnu Prakash R Punglia Limited
1989,INE0S2V01010,Vraj Iron and Steel Limited
1990,INE366I01010,VRL Logistics Limited
1991,INE050M01012,Vardhman Special Steels Limited
1992,INE710A01016,VST Industries Limited
1993,INE0QTF01015,Vibhor Steel Tubes Limited
1994,INE764D01017,V.S.T Tillers Tractors Limited
1995,INE825A01020,Vardhman Textiles Limited
1996,INE956G01038,VA Tech Wabag Limited
1997,INE711A01022,Walchandnagar Industries Limited
1998,INE107F01022,Wanbury Limited
1999,INE0CJF01024,Western Carriers (India) Limited
2000,INE658T01017,Wealth First Portfolio Managers Limited
2001,INE855C01015,Websol Energy System Limited
2002,INE080A01014,Weizmann Limited
2003,INE02WG01016,Wonder Electricals Limited
2004,INE191B01025,Welspun Corp Limited
2005,INE625G01013,Welspun Enterprises Limited
2006,INE389K01018,Welspun Investments and Commercials Limited
2007,INE192B01031,Welspun Living Limited
2008,INE274C01019,Wendt (India) Limited
2009,INE274F01020,WESTLIFE FOODWORLD LIMITED
2010,INE082W01014,WE WIN LIMITED
2011,INE715A01015,Wheels India Limited
2012,INE716A01013,Whirlpool of India Limited
2013,INE210A01017,Williamson Magor & Company Limited
2014,INE0H5O01029,Windlas Biotech Limited
2015,INE052A01021,Windsor Machines Limited
2016,INE784B01035,Winsome Yarns Limited
2017,INE215F01023,The Western India Plywoods Limited
2018,INE075A01022,Wipro Limited
2019,INE049B01025,Wockhardt Limited
2020,INE066O01014,Wonderla Holidays Limited
2021,INE196Y01018,Worth Peripherals Limited
2022,INE100D01014,W S Industries (I) Limited
2023,INE976A01021,West Coast Paper Mills Limited
2024,INE692G01013,Xchanging Solutions Limited
2025,INE01P501012,Xelpmoc Design And Tech Limited
2026,INE445C01015,Xpro India Limited
2027,INE547B01028,Xtglobal Infotech Limited
2028,INE126M01010,Yaari Digital Integrated Services Limited
2029,INE616Z01012,Yasho Industries Limited
2030,INE0JO301016,Yatharth Hospital & Trauma Care Services Limited
2031,INE0JR601024,Yatra Online Limited
2032,INE528G01035,Yes Bank Limited
2033,INE384C01016,Yuken India Limited
2034,INE07K301024,Zaggle Prepaid Ocean Services Limited
2035,INE256A01028,Zee Entertainment Enterprises Limited
2036,INE565L01011,Zee Learn Limited
2037,INE966H01019,Zee Media Corporation Limited
2038,INE058B01018,Zenith Exports Limited
2039,INE318D01020,Zenith Steel Pipes & Industries Limited
2040,INE520A01027,Zensar Technologies Limited
2041,INE251B01027,Zen Technologies Limited
2042,INE342J01019,ZF Commercial Vehicle Control Systems India Limited
2043,INE518E01015,Zim Laboratories Limited
2044,INE761Y01019,Zodiac Energy Limited
2045,INE206B01013,Zodiac Clothing Company Limited
2046,INE758T01015,Zomato Limited
2047,INE358U01012,Zota Health Care LImited
2048,INE840M01016,Zuari Agro Chemicals Limited
2049,INE217A01012,ZUARI INDUSTRIES LIMITED
2050,INE010B01027,Zydus Lifesciences Limited
2051,INE768C01010,Zydus Wellness Limited
